id,replyCount,likeCount,publishedAt,authorName,text,isReply,isReplyTo,isReplyToName
UgyqveeunLPmuaGf35x4AaABAg.A0xZS5KUnY8AHzUWRDLkJL,,0,"2025-05-11 13:40:22",@rekawatirekawati614,"Aku jga bun.dpt hecker..dollar dah ada.pengikut dah lumayan.dah D MK​@TaniaIranadewi",1,UgyqveeunLPmuaGf35x4AaABAg,@nanikwahyuni7489
UgyFUtCBQ5_5_XHOM3Z4AaABAg,4,0,"2024-03-11 01:37:54",@Zakie1714,"Kalau hacker nya Hb profil akun Facebook kita gimana bang?",0,,
UgyFUtCBQ5_5_XHOM3Z4AaABAg.A0pHCASJE8pA0peh16w7Kl,,0,"2024-03-11 05:11:58",@makinVIRAL,"Emang akunya siapa",1,UgyFUtCBQ5_5_XHOM3Z4AaABAg,@Zakie1714
UgyFUtCBQ5_5_XHOM3Z4AaABAg.A0pHCASJE8pA0pfYDy6WM-,,0,"2024-03-11 05:19:22",@Zakie1714,"Oh, pertama aku beli akun Facebook sama orang lain, terus aku tukar tambah akun sama orang lain juga, tapi pas aku mau log in akun FB nya gak ada email aku sama nomor telepon aku, udh gak terkait lagi sama akun Facebook nya, udah dihapus sama orangnya, terus setelah hampir satu bulan aku laporkan profil akun yang kena bajak/hack sama orang itu, udh bisa balik lagi tapi aku takut orang yang ngehack akun aku laporkan profil akun ku jadi akunnya bisa balik ke orang nya",1,UgyFUtCBQ5_5_XHOM3Z4AaABAg,@Zakie1714
UgyFUtCBQ5_5_XHOM3Z4AaABAg.A0pHCASJE8pA0prroryBzU,,0,"2024-03-11 07:07:02",@makinVIRAL,"@Zakie1714 amanin seperti video",1,UgyFUtCBQ5_5_XHOM3Z4AaABAg,@Zakie1714
UgyFUtCBQ5_5_XHOM3Z4AaABAg.A0pHCASJE8pAAlQTPzNoal,,0,"2024-11-13 02:55:53",@MarleyAldo,"​​@makinVIRAL mo nanya bang..3 langkah itu udah pasti aman? Trus lebih bagus mana..pake email apa no hp..bantu jawab bang🙏🙏",1,UgyFUtCBQ5_5_XHOM3Z4AaABAg,@Zakie1714
Ugx8xL6LwWHhe4S7fCZ4AaABAg,2,1,"2024-03-10 02:33:10",@Abcd-q667r,"Bang knpa ya pas saya tambahkan email di menu notifikasi, trus pas udh di isi kode verifikasi nya, laman web nya ke refresh/muat ulang jadi di isi lagi alamat email nya tapi pas di isi lagi ""masukan alamat email yang valid dan coba lagi""... Nah trus saya coba cek profil pribadi cek email, email nya ternyata udh ada tercantum di profil, Itu hanya bug kah bang?? takut nya belum terdaftar email nya",0,,
Ugx8xL6LwWHhe4S7fCZ4AaABAg.A0mnj2KigYQA0mofxW1oQl,,0,"2024-03-10 02:41:29",@makinVIRAL,"Tutup FB nya..dan buka kembali..cek di FB..apakah sudah muncul atau belum email-nya di fb nya",1,Ugx8xL6LwWHhe4S7fCZ4AaABAg,@Abcd-q667r
Ugx8xL6LwWHhe4S7fCZ4AaABAg.A0mnj2KigYQA0mqvrp2K6i,,0,"2024-03-10 03:01:08",@Abcd-q667r,"@makinVIRAL Cek dimana bang? Di info kontak?",1,Ugx8xL6LwWHhe4S7fCZ4AaABAg,@Abcd-q667r
Ugw-4Zo3JieZfmwUb5x4AaABAg,0,0,"2024-03-07 12:06:38",@musicprojectchannel,"Tutor cara mengembalikan halaman facebook yg di hack bg, Karena fb page saya di hack Mohon bantuannya bg🙏🏻",0,,
UgyQwm9DemR5FbsyldR4AaABAg,2,0,"2024-03-04 08:22:10",@IndraKusuma-qo4vt,"Yang dibahas koq FB melulu padahal sudah pernah dibahas, yang lain donk seperti Instagram atau Gmail atau Yahoo yang belum diketahui orang lain....",0,,
