id,replyCount,likeCount,publishedAt,authorName,text,isReply,isReplyTo,isReplyToName
UgwRyEiXsPhfibf5All4AaABAg.ADuoZeLfTg9AFXiwmKLTyZ,,0,"2025-03-11 16:34:25",@septinadewi-r1y,"Sekarang sy jg ngalamin ini kak😢",1,UgwRyEiXsPhfibf5All4AaABAg,@tulangpunggungkayaraya
UgzlHgUxmLWGBMvfQTB4AaABAg,1,0,"2025-01-24 10:12:04",@AzzahraRizky-x1h,"Kenapa bisa diheck bang",0,,
UgzlHgUxmLWGBMvfQTB4AaABAg.ADfacCH41nVADfbNDbXUxY,,0,"2025-01-24 10:18:38",@makinVIRAL,"Ya bisa saja.. Banyak penyebabnya",1,UgzlHgUxmLWGBMvfQTB4AaABAg,@AzzahraRizky-x1h
UgzVAM460l6IPoI0zUF4AaABAg,1,0,"2025-01-17 06:16:14",@patuhrohman7153,"Masalahnya nomor kartu yg terdaftar di WA sudah tidak ada",0,,
UgzVAM460l6IPoI0zUF4AaABAg.ADO93oC5G7fAEi3P4Ov7vJ,,0,"2025-02-19 05:42:10",@IndahEvita-g7i,"Nah ini, bisa kembali gak ya kira"" nomernya",1,UgzVAM460l6IPoI0zUF4AaABAg,@patuhrohman7153
UgweDwiSsir94mETklR4AaABAg,3,0,"2025-01-08 11:17:10",@History_Nk,"Klo nomer di pindah ke hp lain gmna?",0,,
UgweDwiSsir94mETklR4AaABAg.AD1WLyi040SAD1WfHYWvCt,,0,"2025-01-08 11:19:56",@makinVIRAL,"Maksudnya bagaimana?? Silahkan diperjelas permasalahanya",1,UgweDwiSsir94mETklR4AaABAg,@History_Nk
UgweDwiSsir94mETklR4AaABAg.AD1WLyi040SAD1_NUMxzub,,0,"2025-01-08 11:52:19",@History_Nk,"@makinVIRAL  jdi gini tiba"" Nomer whatsapp saya beralih ke hp lain atau nomer tiba"" Di gunakan orang lain yang gak saya kenal itu gimna solusinya ?",1,UgweDwiSsir94mETklR4AaABAg,@History_Nk
UgweDwiSsir94mETklR4AaABAg.AD1WLyi040SAEi3c62Ejhg,,0,"2025-02-19 05:44:05",@IndahEvita-g7i,"​@History_Nknh sama bang",1,UgweDwiSsir94mETklR4AaABAg,@History_Nk
UgzmhyP_ebA4lqnX4HJ4AaABAg,0,0,"2024-12-31 00:39:13",@finopwt6379,"Ini gak berlaku kalo pencurinya udah ganti emailnya..",0,,
