comment_id,author,text,likes,replies,published_at,is_reply
UgyoUdlDJQPptSbAPzt4AaABAg,@Muslimridho,"diatas langit ada langit dong😂😂😂

alias jago ngomong msh kalah sm penipu yg ngomongnya gak masuk akal😂😂😂😂",0,0,2024-07-20T16:14:16Z,False
UgyT5kNA1TdB1Nuz-ip4AaABAg,@hubayakila997,"setiap orang dewasa pernah mengalami hari apes, aku juga pernah kena scam tapi lewat paypal, orangnya chargeback padahal udah terima digital produknya",0,0,2024-07-20T13:02:31Z,False
UgyofzrZbeVV4VmJ-hB4AaABAg,@tatihartati2672,"Ini sama persis menimpa kakakku, orang yy jadi polisinyapun sama. Tapi alhamdulillah atmnya kebetulan expired, jd gagal 😅",1,0,2024-07-20T07:50:25Z,False
UgyujemCmY9NDFEpX5Z4AaABAg,@hairanihairani-c8q,"Kenapa di tutup muka si polisi palsu dan penipu,, polisi asli kena getahx,",0,0,2024-07-20T01:46:05Z,False
Ugx-5DTpt-fLppJGNhJ4AaABAg,@herygunawan686,"Persis aku ngalamin hal seperti itu, maka aku jawab tidak pernah pengajuan secara ol apalagi sampai keluar pulau, maka aku bilang abaikan aja. Dimatikan lah oleh dia pembicaraannya..",0,0,2024-07-19T05:52:05Z,False
Ugz9TmTohl_YMCiwRjZ4AaABAg,@GezaGeza-tf6kt,Wkwkwkwkw goblok level 10,0,0,2024-07-18T23:50:58Z,False
UgwrMW3yh8oEaiGRJQt4AaABAg,@HeruPriyono-fg8bo,Indonesia ribett,0,0,2024-07-18T03:21:33Z,False
UgyVpm7jFSLNQteaLFJ4AaABAg,@MadaGaskar-t6h,"Mau service motor ,ganti oli sebulan sekali aja gak mau, alasan lupa. sampai turun mesin. Pelit

Nah sekarang Duit melayang.

Semoga mas nya murah rejeki
Rajin beRinfak dan bersedekah.
Semangat",1,0,2024-07-17T22:22:38Z,False
UgyKo9ENNDr18T2Dki54AaABAg,@wardiazril2343,Pejabat dsn pegawai bank gk mau memudahkan urusan rakyat kecil,0,0,2024-07-17T17:13:51Z,False
UgxcOBk0vQ8m0K9nv8x4AaABAg,@wardiazril2343,Pejabat dsn pegawai bank gk mau memudahkan urusan rakyat kecil,0,0,2024-07-17T17:13:52Z,False
Ugwp5G_AaDhU2sheB4F4AaABAg,@ainaani3136,Indonesia teribet di dunia gx cepet di tangani duit aj matanya itu,0,0,2024-07-17T05:01:00Z,False
UgxDLelUctC14QGqiml4AaABAg,@ippetngapak,Ini modus penipuan di barengi hipnotis... aku pernah ngalami fikiran bener bener blenk...😢,0,0,2024-07-17T01:42:13Z,False
UgyjLi-h1Obe3_6TXhN4AaABAg,@ricardokasemetan8108,"Seragam Polisi apa model gituan bre? wkwkw 😅

Solusinya adalah kalau ada telp dari nomor baru dan mengaku dari polisi/pihak instansi penerintah lainnya di matikan aja 😅",0,0,2024-07-16T11:51:32Z,False
Ugwbxq-A7-iBkQj_Z8V4AaABAg,@devigi777,Aku pasang APK nomer yg gak dikenal langsung di blok🤭,0,0,2024-07-16T08:53:36Z,False
UgxoXLe1OHdiffjAFu94AaABAg,@tutitutihastuti711,Tetap semangat mas ikbal . Semoga para pelaku bisa di tangkap .biar ga ada korban lagi .,0,0,2024-07-16T07:33:22Z,False
Ugwg0myh4Vj_5iLCwOB4AaABAg,@nocturno0932,Indo ini bos kalau gk ribet bukan indo namanya...😅😅😅,0,0,2024-07-16T00:53:18Z,False
UgwYqyuYssZNu3FaQUl4AaABAg,@krisman9624,Ya begitulah Indonesia,0,0,2024-07-15T17:03:25Z,False
UgxAkarStfrCd_sDW5h4AaABAg,@eenrohaeni8826,"emang bangsat tu penipu, masih mending masnya cuma 1,5 saya kena hipnotis sama lewat tlp juga, kaya orang tolol gt, aku transfer 12 juta mas, setelah sadar baru dah lemes bgt, syock ga bisa makan dan ga bisa tidur sampe 3 harian, mau lapor juga percuma, sia2 karena ternyata pas sy sadar dicek rekening penipu itu  BRi  di payakumbuh,  dan ga bisa blokir karena harus ada laporan polisi dulu kt pihak Bank nya😢",0,0,2024-07-15T13:48:49Z,False
UgxEBcYJMwaCc_Juv954AaABAg,@DewiSoetanti,"Waaah sy jg ngalamin bulan lalu. Modusnya sama persis. Cuma Alhamdulillaah, suami saya gak percaya, dan sy disuruh tutup telpon. 
Intinya dr modus kejahatan, korban dibuat panik (dan itu yg terjadi, yg sy rasakan). Nanti klo sudah panik, para penjahat itu akan ""mengendalikan"" korbannya. 
Jadi waspada lha, klo ada telpon tidak dikenal, dan mengabarkan kabar/berita buruk, yg akan membuat qta panik., krn bisa jadi itu adalah modus kejahatan...",0,0,2024-07-14T22:00:48Z,False
Ugx2U5dzkQSWH_0YFlp4AaABAg,@zaripahyusof5436,Bikin spam nomor yang tidak kenal.,0,0,2024-07-14T11:27:20Z,False
UgwlKgfJJ1psS79jDL54AaABAg,@nrtk511,"Yg mungkin perlu dipertanyakan, knp aparat yg punya kuasa diam saja walau sdh terlalu banyak kasus. Yg lapor mungkin hanya 1% korban. Kasusnya bisa dg modus macam², judol, pinjol, penipuan, porno, dll. Semua dilakukan dg pemerasan n ancaman.
Apa mungkin nomor² telp yg melakukan bisa dipakai aparat untuk melacak. Kan punya wewenang dg operator telp dll. Unit cyber tentu juga punya hak menyadap nomor² tsb. Blum lagi nomor² rekening bank, tentunya bs dilacak.
Jangan menunggu lebih banyak korban",1,0,2024-07-14T11:01:16Z,False
UgxjQeqISWGtvbu7ss14AaABAg,@kailafaiz_rias,"Apakah ada hasilnya kak, setelah lapor polisi.",0,1,2024-07-14T10:07:04Z,False
UgxjQeqISWGtvbu7ss14AaABAg.A5s2pktg9yyA5sBqk-F-GQ,@IqbalQoreshi,"Sampai saat ini, belum ada :(",0,0,2024-07-14T11:25:51Z,True
UgwM2qA1QdU-U--4UlF4AaABAg,@RahmaWati-zn1vo,"Sayang yaa adek ini,klu ada no ngak dikenal blokir aja.
Jgn di layanin ribet.",0,0,2024-07-13T08:27:48Z,False
Ugxf9k3qaDbqKETOx9V4AaABAg,@matteroftimeandtimeissword2811,"Klo uang kita slu aman dr jawaban org2 yg tak bertanggung jawab, mk Investasikan uang kita kepada الله .
Aksesnya Al : Anak2 Yatim, Fakir miskin dhuafa ato orang2 yg berjalan di jalan الله dan sgt membutuhkan bantuan kita dll dll dll sebagainya.",0,0,2024-07-13T00:07:50Z,False
UgxLSEa-2LhLZW9r_P14AaABAg,@blyark,polisi... capek dehh...,0,0,2024-07-12T17:29:29Z,False
UgzCExRbdUpUkhVSaLh4AaABAg,@diansanti3389,Bermanfaat informasinya,0,0,2024-07-11T10:51:39Z,False
Ugy3bcudAD--UOx4Bdt4AaABAg,@lasmilasmi517,Aku korban penipu online,0,0,2024-07-11T08:19:56Z,False
UgyCiSlCjLJvBfAXU7d4AaABAg,@sherlybernadette873,Hrs lebih jeli dan konsenn karena secara ga langsung kita seolah olah di  hipno waktu dia telp kita,0,0,2024-07-11T02:25:48Z,False
Ugzo0BtbjZ8n9uCOLut4AaABAg,@RobertTjia,"Indonesia sekarang dimana-mana lagi dibudayakan dusta, penipuan, mabok agama, berita bohong alias hoax dan paling besar korupsi dari kecil sampai besar.",0,0,2024-07-11T01:07:56Z,False
Ugw9AX9DAsKXONP7Mp54AaABAg,@mmellymey3463,BRI emang sarang nya bank penipuan,0,0,2024-07-10T23:46:54Z,False
Ugy9Bp44_SHG7hHRmPB4AaABAg,@mulyadizarly1578,Hari minggu kemarin akun DANA saya dijebol orang yang mengaku admin LAZADA... waspada yang punya 2 akun tersebut,0,0,2024-07-10T09:04:05Z,False
UgwDlsm1IqX0pnsDLyF4AaABAg,@stevanimariainri6108,Saya pernah ngalamin begitu. Kartu ATM vis pos dan mencatut nama polisi. Tapi dari Palembang  ngakunya. Untung aku nggak kena.,0,0,2024-07-10T04:07:13Z,False
UgzMPO6gVeOGt4rE3J54AaABAg,@robustta5898,"harusnya pakai bahsa yg sopan bang, biar family friendly",0,1,2024-07-09T14:14:00Z,False
UgzMPO6gVeOGt4rE3J54AaABAg.A5fc6xfhNFbA5fcVGGApjl,@IqbalQoreshi,"Maaf bang, soalnya waktu bikin video masih ada rasa EMOSI, jadi gatau kenapa keluar gitu aja🥲",0,0,2024-07-09T14:17:19Z,True
UgyBVtyP_UcbW8IqCs54AaABAg,@June-ib3hx,"Fix sama seperti yg saya lakukan saat uangku di ATM terkuras habis karna kena typu logikaku hilang saat mendapat telfon .setelah mondar mandir lapor sana sini urus sana sini,panik,tidak rela uang tabungan hilang begitu saja, dan akhirnya kecapean sendiri , tidak ada ketemu ujungya sampe sekarang.pengalaman yg begitu berharga",6,0,2024-07-09T11:17:59Z,False
Ugxje6ANiV4ZjhH83494AaABAg,@MrTampolong,"penipuan sekarang tidak sebatas penipuan, tapi campur gendam dan hipnotis, para pelaku dapat mencuci otak korban-korban nya, terlepas mau pintar atau gak tau apa-apa apalagi lebih mudah di arahkan, biasanya saat bicara ini ada gelombang frequensi di 23000 hz yang mana suara itu tidak bisa di dengar oleh telinga pada umumnya, namun otak dapat memprosesnya karena merupakan sebuah perintah, sehingga para korban nya jadi tidak sadar dan linglung, kondisinya bisanya di tandai saat di telepon itu kepada sakit dan berat, pusing bahkan mual dan bisa saja muntah, ini bisa terjadi setelahnya akibat dari pengaruh suara gelombang prequensi rendah tersebut, saat otak kebingungan memproses informasi antara apa yang di sampaikan pelaku dan informasi apa yang langsung masuk kedalam pikiran, agar terhindar dari penipuan seperti ini, usahakan tidak panik, pikiran tidak kosong, dan kalau bisa tidak mendengarkan lawan bicara terlalu lama, atau bahkan tidak perlu mengangkat telepon sama sekali kalau nomor nya memang tidak di kenal, tidak merespon chat dari sumber yang tidak jelas, mengunduh dan menekan link sembarangan.",1,0,2024-07-08T22:56:05Z,False
UgystxQ9KGpqzSLJIr14AaABAg,@Ramakiky,Aq hampir aja kena atas nama bpjs telepon ada org yg mengambil obat2an terlarang trus aq harus klarifikasi kepolisian lalu disambungkan habis tuh merembet muncul kasus lain pencucian uang atas namaku juga trus aq dihubungkan k jaksa lalu jaksa suruh aq buktikan total dana agar tdk trkait pencucian trus disuruh kirim utk peralihan dana lgsg saya matikan,0,0,2024-07-08T07:18:49Z,False
Ugxuov_wq4EhtIZ81A54AaABAg,@fannysoleh9615,lagi marak penipuan seperti ini ...baru saja dengar di chanell lain ....tapi pada awalnya bilang BPJS terblokir yg ujung2 nya sama ...diarahkan ke kepolisian nun jauh disana ....terima kasih banyak mas atas sharingnya,0,0,2024-07-08T06:14:53Z,False
Ugyg9kIrjS5LGk5y5YN4AaABAg,@hadisumartono293,sama mas. aku pernah dapat telp spt itu. cewek yang telp. bilang dari kepolisian ttg paket atm dan kartu kredit 8 bh. tapi aku matikan terus aku cek di get contact ternyata isinya kebon binatang jadi langsung aku ga percaya. mungkin mereka dapat nomer dari paket online saya (nama dan no telp tercantum di paket). beruntung aku cek di get contact. thx  untuk buat video ini,0,0,2024-07-07T12:48:55Z,False
Ugzo6aTNsnnMeS8PRXh4AaABAg,@FahmiZulfikar-ym7kb,Warga Konoha selamat kan dan amankan diri anda,0,0,2024-07-07T07:54:11Z,False
Ugws_iT9WtoqNVIBImR4AaABAg,@muharamharilukmana7681,Ya anda yang salah terlalu reaktif seharusnya menurut saya hal ini tidak 0enting dan urgensi,0,0,2024-07-06T01:49:57Z,False
UgwJj9b2fh7k75onGYt4AaABAg,@MardangkaTV,"sabar mas, semoga tergantikan dgn yg lebih berkah, kita sbg manusia tentu ada kekurangannya dan tak luput dr salah & lupa, ...",0,0,2024-07-05T03:29:09Z,False
UgyUk0e8YVKwMDuXdgB4AaABAg,@sutanjatihutabarat4991,"Itu bukan sidang tapi BAP... 
Keanehan nya adalah  BAP pake video call... 
Yang namanya BAP harus bertatap muka antara polisi dengan si terperiksa...",0,0,2024-07-05T00:00:45Z,False
UgyBEqVqFx8_I48LT9l4AaABAg,@likalifah5625,nek suara kayak gitu wis pasti menipu mas.,0,0,2024-07-04T03:37:18Z,False
UgwdQsqTI3MqEYk48LF4AaABAg,@IwanSetiawan-rn6mw,"informasi yg sangat bermanfaat, terimakasih...🙏🙏🙏🙏",0,0,2024-07-04T01:47:51Z,False
Ugzx3FYSVoLN3Kwp2FR4AaABAg,@andreaseko5434,Terima Kasih Mas Iqbal atas informasinya. Semoga PELAKU bisa cepat tertangkap.,0,0,2024-07-03T14:29:51Z,False
Ugy7ImMQH02Euls6cZV4AaABAg,@titiekpurwantinah9870,Kena hipnotis kali ...???,0,0,2024-07-03T04:52:39Z,False
Ugw8_ZijMjzlZVtt8EZ4AaABAg,@hadisenki9815,"Pihak bank juga hrs memperketat idebtitas si pemilik rekening, bank BRI udh sering terjadi transaksi yg utk penipuan. Sy pernah kenak tipu n transfer ke bank BRI,kita laporin juga percuma krn pihak bank kata nya tdk punya wewenang!!! Lucu ya 😅😅 gak bisa di bekukan",2,2,2024-07-02T15:13:03Z,False
Ugw8_ZijMjzlZVtt8EZ4AaABAg.A5OhJMiYdcgACLvEDvB7RB,@menieksawitri7994,"@hadisenki9815 iya bener rupany, CS costumer service sdh d arahkan jawabanny, tdk mempunyai wewenang untuk memblokir penerima transferan dr menipu ada pembiaran, jadi sekarang jelas ada mafia d dlmny.bagi hasil sama klompok,( ini dekolektor ) yg sdh jelas paham seluk beluk bank dn biasany, kelompok rentenir krn.ada koperasi gelap,( bank emok )banyak meminjam k bank BRI, demkian pula dekolektorny.",0,0,2024-12-22T12:56:43Z,True
Ugw8_ZijMjzlZVtt8EZ4AaABAg.A5OhJMiYdcgACLvTYMfUxV,@menieksawitri7994,"Jadi macam"" cara modes penipuan tsb,mereka sdh tahu celah untuk menipu.maka banyak yg kebobolan saldo dr BANK BRI",0,0,2024-12-22T12:58:48Z,True
UgxOLikI00VSY3gdxsF4AaABAg,@NiagaBerkah99,Mengecek dana kok harus ditransfer mas ? Emang uangnya masuk lumpur ?😊 Astaghfirullah......,0,0,2024-07-02T11:19:39Z,False
UgxL9egLF4H8Xbzw6Ax4AaABAg,@syapeiipei4922,Hampir Sama Kejadiannya Sama Anak Perempuanku Pulang Kerja Nangis2 Katanya Ada Pihak Imigrasi Yang Telpon Bilang Data Anakku Bocor Di Pake Orang & Orang Itu Buka Rekening Danamon Di Medan Sumut Atas Nama Anakku & Bisa Di Bantu Pihak Imigrasi Untuk Bikin Laporan Ke Polisi Daerah Sumut Setelah Saya Selidiki Saya Bilang Ke Anak Saya Jangan Panik Ini Penipuan Langsung Saya Suruh Blokir No. W.A & Kontaknya Alhamdulillah Anak Perempuanku Selamat Dari Modus Penipuan Bergaya Oknum POLISI...🙏,0,0,2024-07-02T07:28:57Z,False
UgxaPUdYri9u_MttPs14AaABAg,@murnihati1937,"Terima kasih sdh berbagi pengalaman ya dinda, smg Allah ganti rizki yg lebih banyak",0,0,2024-07-02T03:28:42Z,False
UgwIRYAjgKJCugg-Lld4AaABAg,@AgoesSiregar12,Klu bank tdk bisa melindungi nasabah ny. sebaik ny kita tarik saja uang kita beli kan emas akan lbh aman. dan lbh mnguntungkan.,0,0,2024-07-01T01:36:16Z,False
Ugyc6sxMAixeiMSsVZl4AaABAg,@leovam5181,"Kebanyakan online ya begini ini!!!!
Anda sudah di hypnotize Dan reaksinya muntah setelah sadar.....Selamat broo anda sdh mendapatkan pengalaman mahal.",2,0,2024-06-30T06:26:40Z,False
UgwcRFz6QHqQq6doNf94AaABAg,@Birin_aja,"Makasih atas info & sarannya,Mas.Ini pelajaran yg hrs saya camkan.Artinya saya jg hrs belajar dari pengalaman orang lain yg kelak akan berguna bagi saya.Semoga ini jg menjadi pelajaran teman² di SocMed ini agar mawas diri pada hal² yg sprti ini atau sejenisnya agar tak terjadi pada diri kita atau keluarga atau orang² yg kita sayangi & kita cintai sbg peringatan yg berharga sekali.",2,0,2024-06-29T22:01:01Z,False
Ugwwja6v6V_4c3WbAf94AaABAg,@tutikkhamidah6269,"Saya sering ditelp krn ada hadiah, dimintai foto + KTP.
...
Tak kasih foto kucing ...
Marah2 ...
 😮😮😮😮",0,0,2024-06-29T08:05:56Z,False
Ugyg-iOYd3RF6OSjJ454AaABAg,@ginaaja1232,"Sekarang kalau ada wa, telpon,  yang tidak di kenal jangan di angkat, di abekannya saja",0,0,2024-06-29T06:06:28Z,False
UgxR_X-AqNddUW_rd054AaABAg,@raffdans,"Baru kejadian tadi siang, temen istri saya sebelumnya bertransaksi membeli air Zam Zam yg ditawarkan melalui akun di salah satu medsos.. Karena lebih murah dari yg dijual ditoko offline.. Singkat cerita temen istri sy ditelp seseorang yg mangaku dari bea cukai.. Dan mengatakan produk yg dibeli itu ilegal, dan setelah berbicara panjang lebar, temen istri sy itu dituduh sebagai penadah, padahal barangnya pun belum diterima.. serta diancam akan dijemput paksa oleh kepolisian, jika tidak mentransfer uang 7 jt. 
Karena disaldo reknya tidak ada duit segitu, dia sempat mencoba meminjam uang kepada istri sy, setelah ditanyakan untuk apa, diceritakanlah apa yg terjadi, dan istri sy bilang Blok Nomernya gak usah digubris.. Sy sih menyarankan ke dia agar melaporkan akun medsos tersebut ke polisi.. Intinya hati2 melakukan transaksi jangan tergoda hanya karena harga murah..",0,0,2024-06-28T18:31:52Z,False
Ugx-dMqfmEbuHUjKRER4AaABAg,@IsnaeniSubandriyah,"Jangan angkat telp jika ga kenal.
Meskipun diagkt tp jangan kasih data apapun. WASPADA.",2,0,2024-06-28T09:22:40Z,False
Ugy5NH6HqbwGNzehdmh4AaABAg,@aepsaeroji2912,"Bravo netizen,ayo bantu viralkan jgn kasih ruang pada para penipu.",0,0,2024-06-27T02:02:39Z,False
UgzXf_ynr8kueSbicb54AaABAg,@tomgembuz6803,Heran kok bisa ngrekam vidio cal dan telpon.berarti waspada dong,0,1,2024-06-26T08:15:40Z,False
UgzXf_ynr8kueSbicb54AaABAg.A58VmAOMvAUA58W4KWK5rN,@IqbalQoreshi,"Memang sudah waspada, tapi masih kena juga",0,0,2024-06-26T08:18:18Z,True
UgzzY72GQ337wHW-73Z4AaABAg,@taufikrachman1230,ini  sama  kasusnya beli  dengan kasus beli  qurma  onlane  .yang  nlp orang  bea cukai,0,0,2024-06-26T00:33:24Z,False
Ugzmug8GMLK5NcNg31d4AaABAg,@HusainKhan-z7b,"Kpd Plaku Yg Malas Kerja,Paksa Paksa Diri Lah Sdikit Pergi Kerja Potong Klapa Bali.Agr Dpt Wang Halal Dan Ngak Di Masuk Kan Dlm Neraka Slepas Mampos.",0,0,2024-06-25T13:09:43Z,False
UgyU7-7ywtPHXJiLg3Z4AaABAg,@HusainKhan-z7b,Trima Kasih Krn Kongsi Kpd Ramai Org.Sblm Kamu Bg Tau Sy Pun Sudah Sering Kpanggilan No Aneh.Tp Sy Matikan Tlpn Saja.Supaya Si Gondrong Pergi Tipu Org Lain Yg Mau Di Tipu.,1,0,2024-06-25T13:06:41Z,False
Ugzn3kEUTS0ogUM9u2p4AaABAg,@aminkusarmin1680,"Klau menurut sy sih mahasiswa ini yg bodoh ,cuma pinter ngomong.org pinter ngomong blom tentu otak cerdas.",0,0,2024-06-25T02:44:14Z,False
UgzU2DaFX8Avh5AjqQZ4AaABAg,@OmBob13,"lebih baik kedepannya jangan terlalu lugu....

JIKA anda adalah orang yang banyak duit atau orang terkenal/populer akan lebih baik jika

selalu sediakan satu rekening khusus  untuk tabungan  (saldo utama ) yang ga akan kita share kemana pun norek  itu dan sediakan juga satu rekening utk dana transit yg bisa kita share noreknya jika dibutuhkan ...dgn saldo minimal

penggunaan kartu atm pun begitu..hanya gunakan atm hanya dengan saldo yang kecil..sehingga jika terjadi sesuatu kerugian kecil...hindari pemakaian kartu atm yang punya saldo besar...

selalu pastikan nomer hape utama kita..khususnya yang konek ke perbankan tidak kita share kesiapapun khususnya yang belum kita kenal..lebih aman lagi kalau nomer tsb ada di hape khusus yang memang cuma digunakan utk perbankan tanpa medsos (tidak digunakan utk komunikasi terima telpon, sms, atau wa)

pastikan akun medsos kita..apalagi yang memang sudah jadi sumber penghasilan seperti yutub/ig itu menggunakan  imel dan nomer hp khusus yang tidak kita gunakan utk komunikasi umum 

dan jangan angkat nomer telpon dari nomer yang ga dikenal..kalau itu berita penting pasti dia akan sms atau whatsapp kita terlebih dahulu utk minta kesediaan kita angkat telpon


segala sesuatu yang terkait hukum biasanya masih pake surat resmi hardcopy yang diserahkan langsung bukan softcopy atau gambar yang dikirimkan via wa atau video apalagi cuma omong omong...dan kalau kita disebutkan terkena kasus a kasus b..lebih baik kita acuhkan saja..shg kita bisa punya waktu konsultasi dgn teman yang ngerti hukum..tau sendirikan keribetan negara ini..percayalah ga ada yang cepat dan instan dinegara ini..termasuk penangan kasus..jadi jangan gagap dan terpancing skenario penipuan",0,0,2024-06-24T21:43:25Z,False
UgwrkZdMPsiahp0V1eB4AaABAg,@mujihadiutomo5412,"Aku setiap ada telpon tanpa nama, langsung tak blokir😂",0,0,2024-06-24T02:04:16Z,False
Ugx13B9j-Ro0Gfb5PCl4AaABAg,@alimafivecirebonesia182,"Mana update video tagihan pinjol nya nih,,,",0,0,2024-06-23T20:52:37Z,False
UgyC96suPtvFXOdnyel4AaABAg,@AriBahar-qs5rn,Mksih banyak bang atas informasinya 👍,0,0,2024-06-23T10:09:21Z,False
UgyLmbswJeaSDQAHebh4AaABAg,@yemisrimulyani,Suara ini gak asing lagi bagi saya dan saya sering dapat tlp dengan begini.makanya langsung ku matikan tlp nya.🙏,0,0,2024-06-23T09:33:17Z,False
UgxzcO1Q5QF6ztiEQjd4AaABAg,@DjoJdi,Blog,0,0,2024-06-23T05:58:03Z,False
Ugw7FnhCf2JESEBHTc94AaABAg,@ravelastutik4252,Lagi2 masik ngantuk,0,0,2024-06-23T01:46:48Z,False
UgwUyBDaj3s-J3NPLuZ4AaABAg,@potatolord2660,kelihatannya mas ini pinter tp kena tipu jg  aneh🙄,0,0,2024-06-22T22:42:48Z,False
UgynAwBBEB9FxYFcrfZ4AaABAg,@missmedhok3422,Wow...,0,0,2024-06-22T14:18:53Z,False
UgzI0ysZNRniiLTDfmN4AaABAg,@sodikkindkm9952,"Kita Harus Hati Hati.
Jangan Sekali Kali Kalau Ada Tlpn.
Yg Belum Kita Kenal Atau Tidak  Ada Nama , Tlpn, Dilayar Hp,
Atau Di Data Yg ada di data Hp Kita.
Pokonya jgn di angkat,,,,Jgn di Jawab.",0,0,2024-06-22T13:46:41Z,False
UgxxjlwMXYu8mOi4SSV4AaABAg,@sahabatgamer9564,"Cewekmu itu cewek baik mas, pertahankan dan jaga dia karena dia menemani bukan di saat senang saja tapi menemani disaat kamu susah bahkan di titik terendahmu 👍",3,0,2024-06-22T05:04:23Z,False
UgwPvWAfgLGXYO6ILIB4AaABAg,@maszaen_HGFJ,"ini baru benar2 sudah tertipu, semoga tidak tertipu ... bisa jadi ada rejeki yang perlu dibersihkan",1,0,2024-06-22T04:06:09Z,False
UgyVNFZBGrLMQe6QCS14AaABAg,@mochammadzaeni1149,Harusnya wajahnya tampilkan dgn jelas tanpa ditutupi.,0,0,2024-06-22T01:55:51Z,False
UgzhhfoTGgbVBJ-soUh4AaABAg,@DarmiAty-o2h,Makasi sdh bagi lengalamanx bang🙏🥰,0,0,2024-06-21T14:19:43Z,False
UgxjTWzun05cvXvFZBR4AaABAg,@priwantiningsih9000,"Saya juga pernah dpt tlp sprti itu. Hanya saja pd saat si penipu menyarankan saya untuk lapor polisi, saya nggak mau krn memang saya nggak merasa ngirim paket ke Riau  😊",0,0,2024-06-21T12:45:20Z,False
UgxBC5kQIdg5qvQ6WpJ4AaABAg,@verasantoso2555,"Terima kasih Mas, sudah berbagi kisah nya ..
Biar kita lebih hati2...",0,0,2024-06-20T14:32:58Z,False
Ugyqp7UAYHAeBYKGVJx4AaABAg,@syafriman2181,"Sy pernah ditelpon yg ngaku dari Ktr Pos, krn saat sdg tak menunggu kiriman atau mengirim dari Ktr Pos, sy Jawab aja, "" Bapak salah orang....",0,0,2024-06-20T06:47:50Z,False
UgwjrNUQ9sPCHn1s8gt4AaABAg,@Dianawidjaja-x5u,kenapa diladeninin klo gua ga lgsg tutup telpnnya ..bisa dihipnotis melalaui hp loh ...,0,0,2024-06-20T05:42:31Z,False
UgzeXQX8wIKOASnx-6V4AaABAg,@H_A_D,dari nada awal udah terdengar nada penipu bukan cs asli,1,0,2024-06-20T05:21:44Z,False
Ugy0q3dhWPULUyrVM-l4AaABAg,@randychristgiovanni8912,"Persis sama modusnya ini bro.. Saya pernah alami modusnya ada tagihan wifi dr pihak Telkom yg memakai nama saya dan bla bla bla.. Akhirnya disambungkan ke polda sulut Manado.. Dan polisi sempat video call spt yg anda alamak hampir 1 jam lebih.. Ini terjadi 1 thn yang lalu.. Malangnya habis waktu,, tapi sisi baiknya uang ngga ada seperakpun yg ludes.. Logika nya klo laporan polisi itu  ya laporan di kantor polisi.. Bukan video call.. Terakhir ta tekannbalik bilang saya anggota polisi kamu dinas dimana, polda mana saya cek kmau selesai.. Langsung hapus semua telpon diblokir.. Ngga bisa dihub lagi oleh saya.. Persis itu modusnya beda cerita tapi langkah2 nya sama. Ujung ujungnya arahkan ke polisi",0,0,2024-06-20T05:04:03Z,False
UgyWQCJMAZRDGSIh9Vl4AaABAg,@yuukihiroyuuki5107,"saya jg baru kena tipu beberapa hari lalu, dan anehnya ko bisa ya, biasanya klo ada nomer asing saya selalu ngecek dulu itu nomor siapa, cuma karna lagi 'pusing' juga kan jdi gampang kehasut gitu 😅😅 isi atm saya jg ludes smua",0,0,2024-06-20T02:52:36Z,False
Ugwb3NKENsacFHTzpYh4AaABAg,@budiharso2802,"yg jago ngomong belum tentu penipu,tapi semua penipu pasti jago ngomong,maka pastikan kewaspadaan pada orang yg jago ngomong",0,0,2024-06-20T01:19:17Z,False
UgxbyXL77OC3jigEFw54AaABAg,@muhidinudin9956,"Jadi ,kesimpulannya jangan mudah percaya yg hanya bertemu wajah secara OL, kalau belum pernah secara offline, secara offline pun hati hati",0,0,2024-06-20T00:29:10Z,False
UgzlJUhCnK1B7L7vK994AaABAg,@luzainlis5786,gmpng di ringkus,0,0,2024-06-19T16:52:14Z,False
Ugz99NUKWeVlz4YIYUt4AaABAg,@musicpamonaofficial9723,"aku pernah ngalamin penipuan juga terus aku lapor keteman yg buser,,eh ternyata dia juga abis kenah tipu 🤣🤣",0,1,2024-06-19T14:26:03Z,False
Ugz99NUKWeVlz4YIYUt4AaABAg.A4s8amf5NI8A4zd0mtHHlR,@andimarliyanti415,😂😂😂,0,0,2024-06-22T12:15:19Z,True
UgzxEKyPrsGFJlIVxKd4AaABAg,@nurakbarudin1568,Ribet banget ya administrasi laporan nya....,0,0,2024-06-19T13:11:26Z,False
UgwEJenUjkWyS7nMVPN4AaABAg,@nurlinanina6172,Makasi mas imponya,0,0,2024-06-19T01:23:11Z,False
Ugxt1VK9cEVl4O4wdd94AaABAg,@supriyadiwahyudin1429,"canggih bangeut yah,,smpai kepikiran ke arah situ,,,komplotan penipunya,,,",0,0,2024-06-18T23:59:11Z,False
UgzDOC6vhgxtHYIpcF94AaABAg,@nopal2433,saya ketipu 400k pas januari 2021 aja udh nangis kejer bgt wkwk,0,0,2024-06-18T18:34:25Z,False
UgzMR_G-hVW6-vHMVJl4AaABAg,@Gakadanama90,"kalau saya selagi tdk ada di daftar dlm hp, telpon tidak pernah saya angkat, mau 100 x d telpon",0,0,2024-06-18T15:15:21Z,False
Ugzd5qeaXFa-s7vkl014AaABAg,@bailahbailah9518,😂😂 baru tahu ya birokrasi di Indo??,0,0,2024-06-18T12:19:03Z,False
